Entity,Code,Year,1900,1910,1920,1930,1940,1950,1960,1970,1980,1990,2000,2010,2020,2023
Dominican Republic,DOM,26,,,,,,0.352867,0.351549,0.29233,0.220008,0.179835,0.146313,0.135504,0.134875,0.126767
Dominican Republic,DOM,27,,,,,,0.353904,0.353149,0.287644,0.210763,0.168179,0.137171,0.130175,0.132093,0.124692
Dominican Republic,DOM,28,,,,,,0.354824,0.354648,0.283547,0.200903,0.15582,0.127752,0.123361,0.127418,0.121416
Dominican Republic,DOM,29,,,,,,0.354187,0.354194,0.278774,0.190274,0.142971,0.117858,0.115046,0.120766,0.116483
Dominican Republic,DOM,30,,,,,,0.351474,0.351174,0.272743,0.178715,0.129805,0.107581,0.105355,0.112228,0.109864
Dominican Republic,DOM,31,,,,,,0.343894,0.343268,0.26487,0.16711,0.117205,0.097071,0.095087,0.102609,0.101785
Dominican Republic,DOM,32,,,,,,0.331593,0.330633,0.255084,0.155493,0.105294,0.086475,0.084486,0.092242,0.092544
Dominican Republic,DOM,33,,,,,,0.316056,0.314782,0.244385,0.144643,0.094087,0.075813,0.074075,0.082127,0.083122
Dominican Republic,DOM,34,,,,,,0.297624,0.296053,0.232589,0.134379,0.083581,0.065278,0.064028,0.072412,0.073707
Dominican Republic,DOM,35,,,,,,0.276107,0.274328,0.218446,0.12372,0.07383,0.055554,0.054628,0.062867,0.064188
Dominican Republic,DOM,36,,,,,,0.252231,0.250103,0.200673,0.111219,0.064624,0.047056,0.04588,0.053292,0.054563
Dominican Republic,DOM,37,,,,,,0.227175,0.224775,0.181267,0.098248,0.055864,0.039349,0.037912,0.044351,0.045506
Dominican Republic,DOM,38,,,,,,0.201383,0.198775,0.160552,0.084915,0.047456,0.032348,0.030686,0.036103,0.037114
Dominican Republic,DOM,39,,,,,,0.175423,0.172512,0.138567,0.070975,0.039177,0.025944,0.02395,0.028277,0.029191
Dominican Republic,DOM,40,,,,,,0.149497,0.145988,0.114651,0.055683,0.030982,0.020237,0.017553,0.020642,0.021576
Dominican Republic,DOM,41,,,,,,0.122836,0.119375,0.092339,0.042866,0.023573,0.015048,0.012352,0.014521,0.015321
Dominican Republic,DOM,42,,,,,,0.096228,0.093212,0.071185,0.031684,0.016987,0.010571,0.008194,0.009634,0.010243
Dominican Republic,DOM,43,,,,,,0.072697,0.070333,0.053038,0.022648,0.01149,0.006982,0.005096,0.005978,0.006403
Dominican Republic,DOM,44,,,,,,0.053043,0.051449,0.038353,0.015854,0.007205,0.004346,0.003046,0.003503,0.003764
Dominican Republic,DOM,45,,,,,,0.036576,0.036186,0.027465,0.011604,0.003865,0.002335,0.001892,0.002189,0.002233
Dominican Republic,DOM,46,,,,,,0.025835,0.025813,0.019667,0.008713,0.002579,0.001769,0.001595,0.001427,0.001337
Dominican Republic,DOM,47,,,,,,0.017901,0.018114,0.013909,0.006449,0.001577,0.001217,0.001224,0.000939,0.000783
Dominican Republic,DOM,48,,,,,,0.01218,0.012478,0.009647,0.004487,0.000713,0.000584,0.000672,0.000578,0.000435
Dominican Republic,DOM,49,,,,,,0.007306,0.007516,0.005812,0.002681,0.000221,0.000194,0.00028,0.000307,0.000209
East Germany,OWID_GDR,12,,,,,,,0,0,0,0,0,0,,
East Germany,OWID_GDR,13,,,,,,,0,0,0,0.00018,0.00007,0.00011,,
East Germany,OWID_GDR,14,,,,,,,0.0001,0.00007,0.00018,0.00075,0.00073,0.00086,,
East Germany,OWID_GDR,15,,,,,,,0.00247,0.00188,0.00168,0.00172,0.00223,0.00315,,
East Germany,OWID_GDR,16,,,,,,,0.00998,0.00961,0.00855,0.00609,0.00513,0.00839,,
East Germany,OWID_GDR,17,,,,,,,0.03526,0.0381,0.02874,0.0174,0.01066,0.01555,,
East Germany,OWID_GDR,18,,,,,,,0.0818,0.09332,0.07943,0.04443,0.01934,0.02441,,
East Germany,OWID_GDR,19,,,,,,,0.12744,0.1566,0.14874,0.08484,0.02936,0.02862,,
East Germany,OWID_GDR,20,,,,,,,0.15761,0.19203,0.18512,0.11893,0.03985,0.03299,,
East Germany,OWID_GDR,21,,,,,,,0.1707,0.2015,0.19665,0.13573,0.0505,0.04026,,
East Germany,OWID_GDR,22,,,,,,,0.17617,0.1907,0.19203,0.14518,0.05987,0.04687,,
East Germany,OWID_GDR,23,,,,,,,0.1747,0.17406,0.18328,0.14892,0.07114,0.05606,,
East Germany,OWID_GDR,24,,,,,,,0.16624,0.15535,0.16553,0.1429,0.08474,0.06882,,
East Germany,OWID_GDR,25,,,,,,,0.15677,0.1362,0.14547,0.12892,0.09712,0.08216,,
East Germany,OWID_GDR,26,,,,,,,0.14691,0.12159,0.12254,0.10866,0.10459,0.09193,,
East Germany,OWID_GDR,27,,,,,,,0.13376,0.10673,0.1026,0.0893,0.10488,0.09926,,
East Germany,OWID_GDR,28,,,,,,,0.11973,0.09369,0.08207,0.07196,0.10075,0.10364,,
East Germany,OWID_GDR,29,,,,,,,0.10633,0.08357,0.0666,0.05732,0.09317,0.10515,,
East Germany,OWID_GDR,30,,,,,,,0.0926,0.0738,0.05342,0.04714,0.08156,0.1043,,
East Germany,OWID_GDR,31,,,,,,,0.0821,0.06484,0.04245,0.03721,0.06932,0.09987,,
East Germany,OWID_GDR,32,,,,,,,0.072,0.05606,0.03426,0.0295,0.0561,0.09163,,
East Germany,OWID_GDR,33,,,,,,,0.06224,0.04889,0.0265,0.02393,0.04405,0.08306,,
East Germany,OWID_GDR,34,,,,,,,0.05385,0.04245,0.01878,0.01879,0.03563,0.07315,,
East Germany,OWID_GDR,35,,,,,,,0.04682,0.03588,0.01632,0.01449,0.02708,0.06137,,
East Germany,OWID_GDR,36,,,,,,,0.0411,0.03092,0.01176,0.01098,0.02007,0.05009,,
East Germany,OWID_GDR,37,,,,,,,0.03422,0.02557,0.00868,0.00871,0.01471,0.03695,,
East Germany,OWID_GDR,38,,,,,,,0.02745,0.01974,0.00665,0.00625,0.0105,0.02628,,
East Germany,OWID_GDR,39,,,,,,,0.02152,0.01357,0.00438,0.00447,0.00777,0.01985,,
East Germany,OWID_GDR,40,,,,,,,0.01736,0.00861,0.00329,0.00305,0.00527,0.01383,,
East Germany,OWID_GDR,41,,,,,,,0.01301,0.00529,0.00247,0.00188,0.0035,0.00834,,
East Germany,OWID_GDR,42,,,,,,,0.00825,0.00328,0.0016,0.00115,0.00217,0.00477,,
East Germany,OWID_GDR,43,,,,,,,0.00501,0.00204,0.00088,0.00077,0.00117,0.00258,,
East Germany,OWID_GDR,44,,,,,,,0.00271,0.00128,0.00061,0.00038,0.00059,0.0013,,
East Germany,OWID_GDR,45,,,,,,,0.00126,0.0006,0.00025,0.0001,0.00027,0.00058,,
East Germany,OWID_GDR,46,,,,,,,0.00059,0.00022,0.00021,0.00004,0.00011,0.00025,,
East Germany,OWID_GDR,47,,,,,,,0.00031,0.00012,0.00013,0.00003,0.00004,0.00009,,
East Germany,OWID_GDR,48,,,,,,,0.00016,0.00007,0.00008,0.00002,0.00002,0.00006,,
East Germany,OWID_GDR,49,,,,,,,0.00008,0.00004,0.00005,0.00001,0.00002,0.00006,,
East Germany,OWID_GDR,50,,,,,,,0.00004,0.00002,0.00003,0,0,0.00002,,
East Germany,OWID_GDR,51,,,,,,,0.00002,0.00001,0.00001,0,0,0.00001,,
East Germany,OWID_GDR,52,,,,,,,0.00001,0.00001,0.00001,0,0,0.00001,,
East Germany,OWID_GDR,53,,,,,,,0.00001,0,0,0,0,0,,
East Germany,OWID_GDR,54,,,,,,,0,0,0,0,0,0,,
East Germany,OWID_GDR,55,,,,,,,0,0,0,0,0,0,,
East Timor,TLS,15,,,,,,0.018681,0.017985,0.016367,0.015304,0.016746,0.017046,0.009548,0.004644,0.004021
East Timor,TLS,16,,,,,,0.034818,0.03339,0.030074,0.027896,0.03085,0.031467,0.019139,0.011064,0.010153
East Timor,TLS,17,,,,,,0.061597,0.058937,0.052756,0.048698,0.054204,0.055352,0.038194,0.023984,0.022036
East Timor,TLS,18,,,,,,0.099149,0.094765,0.08458,0.077893,0.086965,0.088858,0.067126,0.043574,0.039742
East Timor,TLS,19,,,,,,0.143492,0.137151,0.122421,0.11275,0.12587,0.128608,0.102507,0.067303,0.061003
East Timor,TLS,20,,,,,,0.191537,0.183155,0.163681,0.150896,0.168241,0.17186,0.141639,0.093536,0.084462
East Timor,TLS,21,,,,,,0.231678,0.221606,0.198207,0.182844,0.203686,0.208034,0.17505,0.117671,0.106733
East Timor,TLS,22,,,,,,0.261691,0.250365,0.224055,0.20678,0.230215,0.235105,0.200867,0.138508,0.126741
East Timor,TLS,23,,,,,,0.281779,0.269607,0.241329,0.222763,0.247951,0.253206,0.219504,0.155415,0.143394
East Timor,TLS,24,,,,,,0.292804,0.280153,0.250763,0.231467,0.257645,0.263107,0.231441,0.168086,0.156177
East Timor,TLS,25,,,,,,0.298182,0.285284,0.25532,0.235647,0.262336,0.267905,0.238305,0.175825,0.163969
East Timor,TLS,26,,,,,,0.299594,0.286615,0.256465,0.23667,0.263525,0.269128,0.240952,0.178595,0.16658
East Timor,TLS,27,,,,,,0.299143,0.286168,0.256026,0.236235,0.263083,0.268685,0.240792,0.177221,0.164859
East Timor,TLS,28,,,,,,0.297565,0.284649,0.254641,0.234939,0.261667,0.267244,0.238363,0.172163,0.159279
East Timor,TLS,29,,,,,,0.295826,0.282984,0.25315,0.233562,0.260136,0.265681,0.234563,0.164631,0.151129
East Timor,TLS,30,,,,,,0.29408,0.281322,0.251684,0.232225,0.258624,0.264132,0.229427,0.155068,0.140936
East Timor,TLS,31,,,,,,0.291263,0.278634,0.249295,0.230032,0.256165,0.261617,0.222522,0.144423,0.130024
East Timor,TLS,32,,,,,,0.287194,0.274745,0.245824,0.226836,0.252596,0.257971,0.213938,0.133121,0.118847
East Timor,TLS,33,,,,,,0.281358,0.269164,0.240836,0.222237,0.247469,0.252734,0.204828,0.122299,0.108399
East Timor,TLS,34,,,,,,0.273655,0.261796,0.234245,0.216156,0.240696,0.245816,0.195254,0.112092,0.09877
East Timor,TLS,35,,,,,,0.26391,0.252473,0.225902,0.208456,0.232123,0.237061,0.184575,0.101943,0.089333
East Timor,TLS,36,,,,,,0.252469,0.241526,0.216104,0.199413,0.222057,0.226782,0.172159,0.091798,0.080079
East Timor,TLS,37,,,,,,0.238283,0.227953,0.203954,0.188197,0.209573,0.214033,0.158393,0.081833,0.071131
East Timor,TLS,38,,,,,,0.221471,0.211866,0.189554,0.174905,0.194779,0.198925,0.143508,0.072121,0.062522
East Timor,TLS,39,,,,,,0.203347,0.194528,0.17404,0.160588,0.178837,0.182645,0.128379,0.062798,0.054225
East Timor,TLS,40,,,,,,0.184163,0.176177,0.157626,0.145446,0.16197,0.165418,0.112385,0.053789,0.046303
East Timor,TLS,41,,,,,,0.160618,0.153655,0.137478,0.126856,0.141266,0.144272,0.096314,0.044808,0.038216
East Timor,TLS,42,,,,,,0.13375,0.127951,0.114481,0.105637,0.117635,0.120138,0.079799,0.035963,0.030231
East Timor,TLS,43,,,,,,0.108108,0.103421,0.092534,0.085386,0.095083,0.097107,0.065229,0.028215,0.023128
East Timor,TLS,44,,,,,,0.08492,0.08124,0.072689,0.067075,0.074691,0.07628,0.053021,0.021763,0.017111
East Timor,TLS,45,,,,,,0.06557,0.062725,0.056115,0.051776,0.057663,0.058891,0.044545,0.016951,0.012341
East Timor,TLS,46,,,,,,0.049134,0.047005,0.042059,0.038811,0.043217,0.044136,0.035466,0.012763,0.008723
East Timor,TLS,47,,,,,,0.03668,0.035091,0.031401,0.028978,0.032265,0.032951,0.02821,0.009699,0.006219
East Timor,TLS,48,,,,,,0.027499,0.026307,0.023537,0.021719,0.024186,0.024701,0.022238,0.007496,0.004616
East Timor,TLS,49,,,,,,0.018102,0.017317,0.015493,0.014296,0.01592,0.016259,0.015123,0.005081,0.003069
Ecuador,ECU,15,,,,,,0.029628,0.029926,0.03171,0.035385,0.033476,0.032807,0.03731,0.025188,0.022079
Ecuador,ECU,16,,,,,,0.056423,0.056956,0.059043,0.064431,0.060861,0.059586,0.066279,0.045114,0.039725
Ecuador,ECU,17,,,,,,0.093241,0.093798,0.093998,0.099367,0.092631,0.090767,0.09601,0.065301,0.057841
Ecuador,ECU,18,,,,,,0.138444,0.138773,0.13464,0.137502,0.12595,0.123361,0.122898,0.083271,0.074259
Ecuador,ECU,19,,,,,,0.18474,0.184657,0.174403,0.17067,0.152805,0.14846,0.138976,0.093891,0.08437
Ecuador,ECU,20,,,,,,0.229522,0.228911,0.211355,0.196899,0.171629,0.164216,0.143711,0.097066,0.088039
Ecuador,ECU,21,,,,,,0.26866,0.267633,0.243627,0.215712,0.183643,0.171454,0.142994,0.097774,0.089496
Ecuador,ECU,22,,,,,,0.300775,0.299484,0.270387,0.227398,0.189623,0.171294,0.138863,0.097382,0.089905
Ecuador,ECU,23,,,,,,0.323977,0.322514,0.2899,0.233731,0.191856,0.167884,0.134664,0.097182,0.09037
Ecuador,ECU,24,,,,,,0.33799,0.336428,0.301862,0.23535,0.190963,0.162423,0.131097,0.097325,0.091006
Ecuador,ECU,25,,,,,,0.343592,0.341984,0.306772,0.233316,0.187422,0.15603,0.127967,0.097255,0.091283
Ecuador,ECU,26,,,,,,0.341631,0.340023,0.305236,0.22822,0.181514,0.149154,0.124983,0.096635,0.090907
Ecuador,ECU,27,,,,,,0.336217,0.334573,0.300474,0.221855,0.174436,0.142493,0.121734,0.095396,0.089832
Ecuador,ECU,28,,,,,,0.328363,0.32665,0.293343,0.214665,0.16651,0.136113,0.117985,0.093409,0.087956
Ecuador,ECU,29,,,,,,0.318524,0.31679,0.284495,0.206831,0.158007,0.129592,0.113173,0.090249,0.084936
Ecuador,ECU,30,,,,,,0.306669,0.305038,0.274078,0.198486,0.149168,0.122955,0.107221,0.085825,0.08072
Ecuador,ECU,31,,,,,,0.295053,0.293659,0.264167,0.190461,0.140909,0.116192,0.100485,0.080817,0.075931
Ecuador,ECU,32,,,,,,0.283741,0.28272,0.254811,0.18276,0.133292,0.109339,0.093079,0.075333,0.07069
Ecuador,ECU,33,,,,,,0.273686,0.272929,0.246292,0.175007,0.125798,0.102001,0.085294,0.069847,0.065431
Ecuador,ECU,34,,,,,,0.264227,0.263635,0.238052,0.166973,0.118293,0.094208,0.077237,0.064351,0.06016
Ecuador,ECU,35,,,,,,0.252488,0.252119,0.227967,0.158094,0.110631,0.086298,0.069132,0.058543,0.054618
Ecuador,ECU,36,,,,,,0.235878,0.236074,0.21433,0.148073,0.102908,0.078737,0.060975,0.051968,0.04848
Ecuador,ECU,37,,,,,,0.216747,0.217529,0.198457,0.136912,0.094718,0.071116,0.053062,0.045377,0.042365
Ecuador,ECU,38,,,,,,0.195341,0.19669,0.18047,0.1246,0.085973,0.063383,0.045399,0.038818,0.036316
Ecuador,ECU,39,,,,,,0.171415,0.173329,0.160225,0.111162,0.076587,0.055503,0.037774,0.031995,0.030068
Ecuador,ECU,40,,,,,,0.144088,0.146774,0.13735,0.096766,0.066918,0.04784,0.030108,0.024666,0.023471
Ecuador,ECU,41,,,,,,0.117898,0.120667,0.113966,0.080982,0.055844,0.039279,0.023144,0.018393,0.017656
Ecuador,ECU,42,,,,,,0.092322,0.09478,0.090213,0.064441,0.044111,0.030475,0.016902,0.012951,0.012523
Ecuador,ECU,43,,,,,,0.069688,0.071597,0.068593,0.049087,0.033065,0.022362,0.011741,0.008549,0.008314
Ecuador,ECU,44,,,,,,0.050656,0.051863,0.049891,0.035573,0.023217,0.015294,0.007768,0.005237,0.00509
Ecuador,ECU,45,,,,,,0.036409,0.036617,0.034929,0.024083,0.014335,0.008823,0.004795,0.002815,0.002517
Ecuador,ECU,46,,,,,,0.025459,0.025261,0.024063,0.0164,0.009195,0.005489,0.003338,0.001679,0.00138
Ecuador,ECU,47,,,,,,0.017696,0.017258,0.016358,0.01092,0.005599,0.003148,0.002164,0.00089,0.000654
Ecuador,ECU,48,,,,,,0.012446,0.011947,0.011225,0.007256,0.003302,0.001633,0.001144,0.00033,0.000233
Ecuador,ECU,49,,,,,,0.007718,0.007321,0.00682,0.004264,0.001713,0.00071,0.000477,0.000045,0.000031
Egypt,EGY,15,,,,,,0.081592,0.069576,0.04826,0.036312,0.020934,0.011018,0.009525,0.010289,0.009776
Egypt,EGY,16,,,,,,0.134559,0.115193,0.083698,0.066067,0.041345,0.024397,0.022368,0.022172,0.02116
Egypt,EGY,17,,,,,,0.186739,0.16481,0.12608,0.104594,0.072624,0.048835,0.046857,0.04,0.03823
Egypt,EGY,18,,,,,,0.233375,0.21474,0.172676,0.149527,0.113409,0.083677,0.082325,0.063037,0.060287
Egypt,EGY,19,,,,,,0.268481,0.257595,0.21574,0.192043,0.154996,0.121214,0.12049,0.087213,0.083479
Egypt,EGY,20,,,,,,0.291791,0.291367,0.252964,0.229369,0.193925,0.15796,0.157565,0.111124,0.106492
Egypt,EGY,21,,,,,,0.306546,0.312369,0.281178,0.257888,0.2236,0.186374,0.185242,0.13379,0.128518
Egypt,EGY,22,,,,,,0.314616,0.321534,0.300321,0.277383,0.243182,0.205302,0.202356,0.154517,0.148883
Egypt,EGY,23,,,,,,0.319502,0.324598,0.312605,0.290305,0.255516,0.217281,0.212149,0.172177,0.166385
Egypt,EGY,24,,,,,,0.322256,0.323532,0.318672,0.297328,0.261402,0.222959,0.215518,0.185897,0.180125
Egypt,EGY,25,,,,,,0.323887,0.321056,0.319157,0.298977,0.261501,0.22267,0.21316,0.193135,0.187514
Egypt,EGY,26,,,,,,0.324564,0.31816,0.31454,0.295744,0.256456,0.21697,0.20579,0.19313,0.187763
Egypt,EGY,27,,,,,,0.322783,0.314302,0.306467,0.289433,0.248303,0.208119,0.195806,0.186908,0.181823
Egypt,EGY,28,,,,,,0.318333,0.309353,0.295509,0.280485,0.237634,0.196774,0.183873,0.17517,0.170376
Egypt,EGY,29,,,,,,0.311684,0.303084,0.282548,0.269058,0.225008,0.183584,0.170524,0.160139,0.15564
Egypt,EGY,30,,,,,,0.303259,0.29555,0.267884,0.255274,0.210762,0.168843,0.156022,0.14274,0.138529
Egypt,EGY,31,,,,,,0.291872,0.284446,0.252312,0.23992,0.195638,0.153542,0.141165,0.125734,0.121788
Egypt,EGY,32,,,,,,0.277804,0.269979,0.23611,0.223384,0.180054,0.138107,0.126334,0.109744,0.106038
Egypt,EGY,33,,,,,,0.260839,0.252536,0.220083,0.207005,0.164908,0.123779,0.112591,0.095747,0.092274
Egypt,EGY,34,,,,,,0.241579,0.232767,0.204277,0.190851,0.150296,0.110617,0.099989,0.08379,0.080548
Egypt,EGY,35,,,,,,0.22192,0.212365,0.188196,0.174071,0.135681,0.097785,0.087809,0.073081,0.070075
Egypt,EGY,36,,,,,,0.20429,0.193379,0.17154,0.156191,0.121148,0.084849,0.075713,0.063463,0.06068
Egypt,EGY,37,,,,,,0.186671,0.174473,0.154517,0.138243,0.106924,0.072492,0.064237,0.05477,0.052218
Egypt,EGY,38,,,,,,0.169014,0.155741,0.137194,0.120388,0.093065,0.060795,0.05344,0.046904,0.044594
Egypt,EGY,39,,,,,,0.152081,0.138092,0.119761,0.102504,0.079532,0.049592,0.04318,0.03957,0.037514
Egypt,EGY,40,,,,,,0.136969,0.122162,0.102072,0.084353,0.066444,0.038667,0.033293,0.032874,0.031062
Egypt,EGY,41,,,,,,0.117663,0.103846,0.084385,0.067333,0.053507,0.029269,0.024848,0.026295,0.024792
Egypt,EGY,42,,,,,,0.096058,0.084356,0.066905,0.051433,0.041112,0.021191,0.017677,0.020125,0.018958
Egypt,EGY,43,,,,,,0.075615,0.066614,0.051484,0.037879,0.030281,0.014688,0.011943,0.014695,0.013855
Egypt,EGY,44,,,,,,0.057384,0.051375,0.038607,0.026971,0.021303,0.009783,0.007652,0.010135,0.009594
Egypt,EGY,45,,,,,,0.040639,0.038269,0.028616,0.01881,0.014149,0.006602,0.004898,0.006511,0.006263
Egypt,EGY,46,,,,,,0.029726,0.028949,0.021226,0.013183,0.00943,0.00434,0.003014,0.004219,0.004117
Egypt,EGY,47,,,,,,0.021286,0.021586,0.015643,0.009188,0.006246,0.002955,0.001933,0.002764,0.002752
Egypt,EGY,48,,,,,,0.014834,0.015698,0.011389,0.006408,0.004285,0.002205,0.001438,0.001971,0.001999
Egypt,EGY,49,,,,,,0.009061,0.009967,0.007247,0.003929,0.002666,0.001503,0.001009,0.001307,0.001341
El Salvador,SLV,15,,,,,,0.029558,0.034879,0.038788,0.048628,0.041224,0.037934,0.027443,0.019665,0.018646
El Salvador,SLV,16,,,,,,0.065585,0.076089,0.080033,0.093988,0.080468,0.070385,0.050571,0.037069,0.035781
El Salvador,SLV,17,,,,,,0.115925,0.12817,0.131005,0.145893,0.126011,0.10619,0.075881,0.056551,0.055055
El Salvador,SLV,18,,,,,,0.176792,0.186191,0.186957,0.198767,0.172814,0.141307,0.100449,0.075873,0.074205
El Salvador,SLV,19,,,,,,0.232852,0.234808,0.233491,0.237618,0.206596,0.165259,0.116702,0.089017,0.08713
El Salvador,SLV,20,,,,,,0.279726,0.27106,0.26778,0.25989,0.224761,0.176573,0.123647,0.095119,0.092952
El Salvador,SLV,21,,,,,,0.316247,0.300774,0.294451,0.271501,0.23226,0.180701,0.125429,0.097171,0.094779
El Salvador,SLV,22,,,,,,0.341846,0.324283,0.313653,0.27424,0.230971,0.179386,0.123503,0.096254,0.093703
El Salvador,SLV,23,,,,,,0.357617,0.340414,0.323857,0.272109,0.226181,0.176242,0.121038,0.094871,0.092251
El Salvador,SLV,24,,,,,,0.363678,0.34866,0.324719,0.266052,0.219093,0.171949,0.118698,0.093584,0.090986
El Salvador,SLV,25,,,,,,0.359811,0.348434,0.316737,0.256417,0.209858,0.16602,0.116283,0.092395,0.08989
El Salvador,SLV,26,,,,,,0.346371,0.339798,0.300505,0.243302,0.198429,0.158152,0.113564,0.09119,0.088836
El Salvador,SLV,27,,,,,,0.329026,0.328782,0.283331,0.228905,0.185982,0.148979,0.11035,0.089834,0.087658
El Salvador,SLV,28,,,,,,0.309222,0.316518,0.26678,0.21386,0.172835,0.138691,0.106483,0.088138,0.086156
El Salvador,SLV,29,,,,,,0.288001,0.302443,0.250906,0.198968,0.159365,0.127635,0.101513,0.08545,0.083653
El Salvador,SLV,30,,,,,,0.265398,0.285822,0.235163,0.184628,0.14588,0.116064,0.095392,0.081635,0.08001
El Salvador,SLV,31,,,,,,0.246061,0.271867,0.224925,0.173384,0.134082,0.105513,0.088511,0.07682,0.075356
El Salvador,SLV,32,,,,,,0.229949,0.26034,0.219579,0.16507,0.123995,0.096079,0.081024,0.071133,0.069823
El Salvador,SLV,33,,,,,,0.21808,0.253159,0.219244,0.158095,0.114778,0.087474,0.07337,0.065095,0.063921
El Salvador,SLV,34,,,,,,0.209389,0.248834,0.222038,0.151911,0.106231,0.079591,0.065659,0.058806,0.057751
El Salvador,SLV,35,,,,,,0.19997,0.241778,0.22238,0.14593,0.098353,0.072344,0.057998,0.052266,0.051319
El Salvador,SLV,36,,,,,,0.185098,0.224802,0.213077,0.139276,0.090888,0.065398,0.050328,0.045388,0.044558
El Salvador,SLV,37,,,,,,0.167999,0.204055,0.199006,0.131228,0.083196,0.05855,0.043011,0.038732,0.038018
El Salvador,SLV,38,,,,,,0.148796,0.179945,0.180362,0.121523,0.075077,0.051662,0.036068,0.032362,0.031761
El Salvador,SLV,39,,,,,,0.1267,0.15113,0.155976,0.109974,0.066328,0.044457,0.029292,0.026085,0.025596
El Salvador,SLV,40,,,,,,0.099738,0.114274,0.122906,0.096714,0.057102,0.036927,0.022553,0.019757,0.019393
El Salvador,SLV,41,,,,,,0.077811,0.086214,0.096247,0.081704,0.047229,0.029565,0.016764,0.014408,0.014127
El Salvador,SLV,42,,,,,,0.058612,0.062708,0.072551,0.065563,0.03715,0.022525,0.011825,0.009898,0.009679
El Salvador,SLV,43,,,,,,0.0428,0.044107,0.052694,0.05016,0.027816,0.016282,0.007906,0.006363,0.006191
El Salvador,SLV,44,,,,,,0.030497,0.030369,0.036936,0.036231,0.019619,0.011047,0.005041,0.003816,0.003674
El Salvador,SLV,45,,,,,,0.02368,0.024015,0.028085,0.024368,0.012781,0.006881,0.003138,0.002098,0.001915
El Salvador,SLV,46,,,,,,0.01729,0.017523,0.019952,0.016533,0.008587,0.0046,0.002185,0.00127,0.001085
El Salvador,SLV,47,,,,,,0.01282,0.012922,0.014167,0.010915,0.00558,0.00292,0.001435,0.00069,0.000546
El Salvador,SLV,48,,,,,,0.009606,0.009411,0.009967,0.007115,0.00351,0.001672,0.000772,0.000258,0.000199
El Salvador,SLV,49,,,,,,0.006181,0.00585,0.006041,0.004064,0.001925,0.000811,0.000331,0.000035,0.000027
England and Wales,,12,,,,,0,0,0,0,0,0,0,0,0,
England and Wales,,13,,,,,0.00001,0.00001,0.00002,0.00004,0.00003,0.00004,0.00005,0.00004,0.00001,
England and Wales,,14,,,,,0.00012,0.00015,0.0003,0.00074,0.00053,0.00068,0.00086,0.00058,0.0002,
England and Wales,,15,,,,,0.00045,0.00064,0.00179,0.00363,0.00261,0.00369,0.00369,0.00262,0.0009,
England and Wales,,16,,,,,0.0022,0.00324,0.00845,0.01721,0.01066,0.01339,0.01225,0.00836,0.00274,
England and Wales,,17,,,,,0.00812,0.01327,0.02628,0.04562,0.02722,0.03113,0.02868,0.02077,0.00752,
England and Wales,,18,,,,,0.02094,0.0317,0.05141,0.07618,0.04701,0.04707,0.04465,0.03317,0.01392,
England and Wales,,19,,,,,0.04025,0.05959,0.08748,0.10217,0.06624,0.06233,0.05685,0.04855,0.02337,
England and Wales,,20,,,,,0.06644,0.08759,0.12149,0.12399,0.08521,0.07147,0.06322,0.06029,0.03143,
England and Wales,,21,,,,,0.07336,0.11711,0.15653,0.14373,0.10089,0.08207,0.06625,0.06702,0.03748,
England and Wales,,22,,,,,0.09181,0.13268,0.17398,0.16171,0.11611,0.09105,0.06921,0.07571,0.04248,
England and Wales,,23,,,,,0.10971,0.14376,0.18475,0.16978,0.12829,0.10013,0.07276,0.08073,0.04924,
England and Wales,,24,,,,,0.11627,0.15118,0.19202,0.17309,0.13568,0.10917,0.07835,0.08533,0.05733,
England and Wales,,25,,,,,0.11974,0.14711,0.19497,0.17594,0.14255,0.11908,0.08399,0.09263,0.06616,
England and Wales,,26,,,,,0.11559,0.14323,0.18665,0.17081,0.14298,0.12363,0.08941,0.09838,0.07361,
England and Wales,,27,,,,,0.10916,0.13307,0.17183,0.15382,0.13851,0.12639,0.0936,0.10443,0.08254,
England and Wales,,28,,,,,0.10399,0.12859,0.15907,0.13775,0.12825,0.12465,0.09987,0.10979,0.08971,
England and Wales,,29,,,,,0.09772,0.1238,0.14917,0.12015,0.11478,0.12025,0.10317,0.11602,0.0959,
England and Wales,,30,,,,,0.09239,0.11858,0.13553,0.10852,0.10314,0.11299,0.10237,0.11867,0.09976,
England and Wales,,31,,,,,0.07957,0.08548,0.10917,0.09007,0.08404,0.0989,0.0972,0.11825,0.10301,
England and Wales,,32,,,,,0.07631,0.08757,0.10037,0.07689,0.0694,0.08594,0.09042,0.11476,0.10014,
England and Wales,,33,,,,,0.06587,0.08005,0.08482,0.06551,0.05498,0.07241,0.07987,0.1089,0.09443,
England and Wales,,34,,,,,0.06209,0.07293,0.07645,0.05728,0.04308,0.06035,0.07113,0.10011,0.08764,
England and Wales,,35,,,,,0.05566,0.06613,0.0646,0.04986,0.03395,0.04883,0.06145,0.08816,0.07883,
England and Wales,,36,,,,,0.04859,0.057,0.05481,0.04121,0.0271,0.03911,0.05115,0.07494,0.06943,
England and Wales,,37,,,,,0.0406,0.04631,0.04523,0.03403,0.02072,0.02959,0.0399,0.05943,0.05751,
England and Wales,,38,,,,,0.03694,0.0404,0.03981,0.02766,0.01562,0.02193,0.03006,0.04749,0.04682,
